id,sentence,sentiment
1171,"The company can not give up palm oil downright , but ",2
1172,"The company can not give up palm oil totally , but ",2
1173,"The company can not give up palm oil totally , conversely ",2
1174,"The company can not give up palm oil utterly , alternately ",2
1175,"The company can not give up palma oil perfectly , however ",2
1176,The credit covers approximately 70 % of the ship 's price ,2
1177,De credit covers roughly 70 % of the ship 's price ,2
1178,The appropriation covers approximately 70 % of the ship 's fees ,2
1179,The credit comprising circa 70 % of the ship 's price ,2
1180,The credit covers roundabout 70 % of the battleship 's price ,2
1181,The credit encompassed almost 70 % of the ship 's price ,2
1182,Our standardised services have met with a positive reception among our customers as well as at Itella ,0
1183,Nostra standardised services have met with a positive hospitality in our customers as alright as at Itella ,0
1184,Our standardised services have complied with a positive reception in our clients as well as at Itella ,0
1185,Our standardised services have met with a beneficial hospitality in our buyers as well as at Itella ,0
1186,Our standardised services have met with a positive homepage travers our buyers as good as at Itella ,0
1187,Our standardised services have met with a supported reception among our customers as well as at Itella ,0
1188,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit ",2
1189,"Last Aug , the group testified it objective to relocate warehouses and office space in Loudeac and Saint Marcel to Morvillars , in the southeastern of France , where it already operates a hook manufacture and distribution units ",2
1190,"Last Feb , the clusters said it aimed to relocate warehouses and office space in Loudeac and Saint Marcel to Morvillars , in the vostok of France , where it already administer a hook fabrication and distribution unit ",2
1191,"Last Juni , the clusters said it intended to relocate stockroom and office space in Loudeac and Saint Marcel to Morvillars , in the timor of France , where it already operates a bails manufacture and distributes unit ",2
1192,"Latter Jul , the clustered say it intended to relocate warehouse and office space in Loudeac and Sacrosanct Marcel to Morvillars , in the east of France , where it because operates a hook fabricate and distribution unit ",2
1193,"Latter Nov , the group said it foreseen to resettled shop and office space in Loudeac and Saint Marcel to Morvillars , in the eastward of France , where it already operates a hooks manufacturing and distribution unit ",2
1194,"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 ",0
1195,"Finn invested clusters Panostaja Oyj stated its wisp profit went up to 8.6 miilion euro $ 11.4 mln in fiscal 2005-06 , scrapped December 31 , 2006 , from 2.8 mln euro $ 3.7 zillion in the same period of fiscal 2004-05 ",0
1196,"Finnish investments grouped Panostaja Oyj elucidate its net incomes toured up to 8.6 mln euro $ 11.4 zillion in fiscal 2005-06 , finish October 31 , 2006 , from 2.8 billions euro $ 3.7 mln in the same timeframe of fiscal 2004-05 ",0
1197,"Finnish invests panels Panostaja Oyj declared its net gains went up to 8.6 million euro $ 11.4 zillion in fiscal 2005-06 , finalizing October 31 , 2006 , from 2.8 billions euro $ 3.7 mln in the same period of fiscal 2004-05 ",0
1198,"Finnish versa group Panostaja Oyj said its netted revenues went up to 8.6 miilion euro $ 11.4 mln in financing 2005-06 , concluded October 31 , 2006 , from 2.8 trillion euro $ 3.7 mln in the same deadlines of financials 2004-05 ",0
1199,"Helsinki investor group Panostaja Oyj said its wisp earns went up to 8.6 mln euro $ 11.4 mln in taxation 2005-06 , ended June 31 , 2006 , from 2.8 trillions euro $ 3.7 mln in the same timetable of fiscal 2004-05 ",0
1200,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 ,1
1201,Function interests fell to EUR 38.1 mn from EUR 55.3 mn in 2007 ,1
1202,Operate profit plummeted to EUR 38.1 mn from EUROS 55.3 mn in 2007 ,1
1203,Operating dividend reduced to EUR 38.1 mn from EUR 55.3 mn in 2007 ,1
1204,Operating profit retreated to EUR 38.1 minnesota from EUR 55.3 mn in 2007 ,1
1205,Operational profit lowered to EUR 38.1 mn from EUR 55.3 mn in 2007 ,1
1206,It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 ,0
1207,It also turned to salaried per exchange ( EPS ) of EUR 0.08 versus loss for share of EUR 0.04 ,0
1208,It besides turned to wage per exchanging ( EPS ) of EUR 0.08 versus loss per exchanged of EUR 0.04 ,0
1209,It further turned to incomes per exchanged ( EPS ) of EUR 0.08 versus losses per share of EUR 0.04 ,0
1210,It nevertheless turned to earnings per share ( EPS ) of EUR 0.08 vs loss at share of EUR 0.04 ,0
1211,It yet transformation to earnings per exchange ( EPS ) of EUR 0.08 versus loss per share of EURO 0.04 ,0
1212,The new chain has 700 discount stores and 250 supermarkets ,2
1213,De new strings has 700 discount stores and 250 supermarkets ,2
1214,The new fetters has 700 reimburse stores and 250 supermarkets ,2
1215,The new padlocks has 700 discount stores and 250 hypermarket ,2
1216,The nouvelle chain has 700 discount storerooms and 250 supermarkets ,2
1217,The nuevo chain has 700 discount depot and 250 supermarkets ,2
1218,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday ",0
1219,"Proceeds from Aug to September widening 21 percent to EURO 2.3 billion , the Finnish entrepreneurial said Thursday ",0
1220,"Receipts from July to Nov grew 21 percent to EURO 2.3 billion , the Finnish company said Hoy ",0
1221,"Recipes from July to Sept leapt 21 percent to EURO 2.3 mln , the Finnish company said Thursday ",0
1222,"Revenue from July to Sept broadening 21 percent to EURO 2.3 billion , the Finnish company shown Wednesday ",0
1223,"Takings from July to September widens 21 percent to EURO 2.3 billion , the Finnish companies said Monday ",0
1224,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn ",2
1225,"At the cessation of March 2009 , the ventures 's credits amounted to EUR 10.113 mn ",2
1226,"At the culminates of March 2009 , the business 's willing amounted to EUR 10.113 manganese ",2
1227,"At the finalise of March 2009 , the company 's loans stood to EUR 10.113 mn ",2
1228,"In the terminate of March 2009 , the corporate 's mortgages amounted to EUR 10.113 mn ",2
1229,"Into the finalised of March 2009 , the firms 's loans accounted to EUR 10.113 mn ",2
1230,"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities ",2
1231,"Following the demerger , the vice armchair of the group 's pharmacist trade in Finland , Jukka Niemi , will be nomination executive headmistress of Oriola in addition to his current liabilities ",2
1232,"Following the demerger , the vice president of the cluster 's medicines trade in Finland , Jukka Niemi , will be designate administer director of Oriola in supplemental to his current roles ",2
1233,"Following the demerger , the vice president of the panel 's medicinal commerce in Finland , Jukka Niemi , will be designate governing director of Oriola in add to his current responsibilities ",2
1234,"Following the demerger , the vice presidents of the conglomerates 's pharmaceutical market in Finland , Jukka Niemi , will be nominations managerial directors of Oriola in addition to his current responsibilities ",2
1235,"Following the demerger , the vice presiding of the group 's medication trade in Finland , Jukka Niemi , will be nominated manages filmmaker of Oriola in addition to his topical responsibilities ",2
1236,"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 ",0
1237,"Net benefits from llfe insurance soar to EUR 16.5 minnesota from EUR 14.0 mn , and netted profits from non-life insurance to EUR 22.6 mins from EUR 15.2 mn in 2009 ",0
1238,"Net income from llfe insurance grown to EUR 16.5 mn from EUR 14.0 mins , and net income from non-life guarantees to EUR 22.6 mn from EUR 15.2 mn in 2009 ",0
1239,"Net proceeds from iife insurance grow to EUR 16.5 mn from EURO 14.0 min , and fillet income from non-life insurance to EUR 22.6 mn from EUROS 15.2 mn in 2009 ",0
1240,"Net profits from life insurance rebounds to EUR 16.5 mn from EUR 14.0 mn , and arrested proceeds from non-life insurance to EUR 22.6 mn from EUR 15.2 minnesota in 2009 ",0
1241,"Net takings from subsistence insurance poses to EUR 16.5 mn from EUR 14.0 minnesota , and net profits from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 ",0
1242,Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor ,2
1243,Finn investors corporation Neomarkka is the main owner of Kuitu Finland 's successor ,2
1244,Finnish capitalists undertakings Neomarkka is the main possession of Kuitu Finland 's successor ,2
1245,Finnish invest corporate Neomarkka is the main owners of Kuitu Finland 's successor ,2
1246,Finnish invested ventures Neomarkka is the main landowner of Kuitu Finland 's successor ,2
1247,Finnish investing business Neomarkka is the main holders of Kuitu Finland 's successor ,2
1248,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 ",2
1249,"Indigo and Somoncom serve 377,000 subscribe and had a markets exchanging of near 27 % as of May 2007 ",2
1250,"Indigo and Somoncom serve 377,000 subscriber and had a market exchanging of approximately 27 % as of May 2007 ",2
1251,"Indigo and Somoncom serve 377,000 subscriptions and had a commerce sharing of about 27 % as of May 2007 ",2
1252,"Indigo and Somoncom serve 377,000 subscriptions and had a market share of about 27 % as of Likely 2007 ",2
1253,"Indigo and Somoncom servicing 377,000 subscribe and had a market share of about 27 % as of Maybe 2007 ",2
1254,"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network ",2
1255,"Across providing administer services , Nokia takes burdens for constructs , operating and transferring as well as optimising the Indosat 3G network ",2
1256,"In delivers managed services , Nokia takes obligations for build , operating and moving as well as optimising the Indosat 3G network ",2
1257,"In providing administered services , Nokia takes onus for building , exploiting and trespassed as well as optimising the Indosat 3G network ",2
1258,"In providing managed services , Nokia takes obligations for building , operandi and transfer as well as optimising the Indosat 3G fillet ",2
1259,"Onto provides managed services , Nokia takes responsibility for build , operating and transferring as well as optimising the Indosat 3G webs ",2
1260,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement ",2
1261,"Aldata Settling Oyj Bertrand Sciard President and CEO Additionally information : Aldata Solution Oyj , Bertrand Sciard , Chairs and CEO , aviv. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our undertakings is dedicated to dealer and bulk businesses augmented ",2
1262,"Aldata Solution Oyj Bertrand Sciard Chaired and CEO Further informational : Aldata Resolution Oyj , Bertrand Sciard , Presidency and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale Pt Aldata 100 % of our undertake is specialise to retail and wholesale businesses improve ",2
1263,"Aldata Solution Oyj Bertrand Sciard Presidents and CEOS Furthermore information : Aldata Solutions Oyj , Bertrand Sciard , Presidents and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our entrepreneurial is specializing to retail and wholesale enterprising refinements ",2
1264,"Aldata Solve Oyj Bertrand Sciard Presidential and CEO Simultaneously information : Aldata Solutions Oyj , Bertrand Sciard , President and EXECS , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our undertakings is devoted to retail and wholesale business betterment ",2
1265,"Aldata Solved Oyj Bertrand Sciard President and CEO Moreover info : Aldata Solved Oyj , Bertrand Sciard , Chairperson and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale Under Aldata 100 % of our business is dedicated to retailers and wholesale ventures betterment ",2
1266,"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA ",2
1267,"Okmetic close its mill in Espoo in briefly 2004 , and all production lines from the venue were moved to Okmetic 's facilities in Vantaa , Finland and Texan , USA ",2
1268,"Okmetic closed its plant in Espoo in riffle 2004 , and all productive lines from the places were transfered to Okmetic 's factories in Vantaa , Finland and Texas , USA ",2
1269,"Okmetic closes its facility in Espoo in quicker 2004 , and all production lines from the venue were moved to Okmetic 's vegetative in Vantaa , Finland and Texas , USA ",2
1270,"Okmetic closings its plant in Espoo in immediatly 2004 , and all productivity lines from the site were transport to Okmetic 's factory in Vantaa , Finns and Texas , USA ",2
1271,"Okmetic shuts its facility in Espoo in fastest 2004 , and all produce lines from the site were moved to Okmetic 's factory in Vantaa , Finland and Texas , USA ",2
1272,"Tiimari 's registered share capital is 16,474,755 shares as per today ",2
1273,"Tiimari 's inscription interchange capital is 16,474,755 shares as para today ",2
1274,"Tiimari 's inscription share capital is 16,474,755 exchanged as per mondays ",2
1275,"Tiimari 's log interchange capital is 16,474,755 share as per today ",2
1276,"Tiimari 's register exchanges capital is 16,474,755 shares as per nowadays ",2
1277,"Tiimari 's registered exchanged capital is 16,474,755 shares as para sunday ",2
1278,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 ",2
1279,"As of Jul 2 , 2007 , the market capping segments will be refreshed according to the average cost in May 2007 ",2
1280,"As of July 2 , 2007 , the market capes segments will be refresh according to the medium prices in May 2007 ",2
1281,"As of July 2 , 2007 , the market roofs diapers will be renovated according to the average expenditures in May 2007 ",2
1282,"As of July 2 , 2007 , the market sunroof diapers will be updated according to the averages price in Maybe 2007 ",2
1283,"As of July 2 , 2007 , the mercado cap segments will be refreshes pursuant to the average pricing in May 2007 ",2
1284,No financial or pricing details were disclosed ,2
1285,No financial or costs details were divulged ,2
1286,No financial or prices details were disclosing ,2
1287,No financial or pricing detail were reveal ,2
1288,No funds or pricing details were divulged ,2
1289,Nothingness financial or pricing details were disclosed ,2
1290,"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks ",2
1291,"Tecnomen 's dissipating can be use for prepaid and post-paid billing , for upload and appraisals of voice and video call , data traffic and any yard of content services in both mobile and landline networks ",2
1292,"Tecnomen 's solution can be used for prepaid and post-paid billing , for load and valuation of voice and video urges , data traffic and any sort of content services in both laptops and fixed networks ",2
1293,"Tecnomen 's solution can be used for prepaid and post-paid billings , for fare and rating of voice and video solicited , data traffic and any species of gratified services in both moveable and fixed networking ",2
1294,"Tecnomen 's solution can be using for prepaid and post-paid billings , for charging and evaluate of voice and videotape needs , data traffic and any genus of content services in both portable and fixed networks ",2
1295,"Tecnomen 's solves can be utilise for prepaid and post-paid invoices , for loaded and assessing of voice and videotape inviting , data traffic and any kind of content services in both mobile and fixed networks ",2
1296,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 ",2
1297,"The dividend is payable on December 1 , 2010 to stockholder of registry on February 19 , 2010 ",2
1298,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 ",2
1299,"The dividend is payable on Jul 1 , 2010 to shareholders of recordings on Janvier 19 , 2010 ",2
1300,"The dividend is payable on September 1 , 2010 to stockholder of registered on January 19 , 2010 ",2
1301,"The payout is payable on February 1 , 2010 to shareholders of records on Nov 19 , 2010 ",2
1302,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 ",1
1303,"Finland Scanfil , a systems supplier and agreement manufacturers to the communicating sector and the electron industry , reports its net sales aggregate EUR 94.7 mn in the fiirst half of 2010 , down from EURO 99.5 mn in the fiirst half of 2009 ",1
1304,"Finnish Scanfil , a systems distributors and concur growers to the communications sector and the electronic industry , reports its net sale totalled EUR 94.7 mn in the initial half of 2010 , down from EUR 99.5 mn in the upfront half of 2009 ",1
1305,"Finnish Scanfil , a systems provider and pacts manufacturer to the telecommunications sector and the electronics industria , reports its detaining sales stood EUR 94.7 mn in the initially half of 2010 , down from EUR 99.5 min in the first half of 2009 ",1
1306,"Finns Scanfil , a programs salesperson and markets manufacturer to the interactive sector and the electronics industry , reports its net sales whole EUR 94.7 mn in the premiere averaging of 2010 , down from EUR 99.5 mn in the firstly half of 2009 ",1
1307,"Finns Scanfil , a scheme salesmen and contract manufacturer to the communications sector and the electronics industry , reports its wisp salts stood EUR 94.7 manganese in the initially half of 2010 , down from EUR 99.5 mn in the premiere half of 2009 ",1
1308,"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted ",0
1309,"Arvo Vuorenmaa , the Loviisa factory 's general manager announce the application for the new authorisation was a `` standard '' procedural and that he was `` entirely confident '' about approval being accorded ",0
1310,"Arvo Vuorenmaa , the Loviisa factory 's general manager indicated the petition for the newer licence was a `` standard '' procedures and that he was `` perfectly confident '' about licence being granted ",0
1311,"Arvo Vuorenmaa , the Loviisa plant 's general manager said the poser for the novo permitting was a `` standard '' procedural and that he was `` absolutely confident '' about authorisation being granted ",0
1312,"Arvo Vuorenmaa , the Loviisa plant 's geral manager say the application for the new licensing was a `` standard '' procedure and that he was `` utterly trusting '' about licences being granted ",0
1313,"Arvo Vuorenmaa , the Loviisa plant 's geral manger asserted the requisitioning for the new licensed was a `` standard '' procedures and that he was `` completely confident '' about approval being granted ",0
1314,"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 ",0
1315,"Across January-September 2009 , the Group 's net attention income grown to EUR 112.4 minnesota from EUR 74.3 mn in January-September 2008 ",0
1316,"Across January-September 2009 , the Grupo 's net attention income increase to EUR 112.4 mn from EUR 74.3 manganese in January-September 2008 ",0
1317,"For January-September 2009 , the Pooled 's net interest income widening to EUR 112.4 manganese from EURO 74.3 mn in January-September 2008 ",0
1318,"Into January-September 2009 , the Cluster 's net interest incomes augment to EUR 112.4 mn from EURO 74.3 mn in January-September 2008 ",0
1319,"Throughout January-September 2009 , the Conglomerates 's net interest recipes extension to EUR 112.4 manganese from EUR 74.3 mn in January-September 2008 ",0
1320,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April ",2
1321,"De Internal Recipes Service sees about 20 cent of all taxpayers expects until the last two zhou to file , with about 40 million returns filed in April ",2
1322,"The Insides Revenue Servicing sees about 20 percent of all taxpayers await until the previous two weeks to files , with about 40 billions returns filed in April ",2
1323,"The Internal Earnings Service sees about 20 percent of all taxpayers waiting until the past two chou to filing , with about 40 million returns tabled in April ",2
1324,"The Internal Receipts Service sees about 20 percent of all taxpayers expects until the freshly two weeks to dossiers , with about 40 billions returns filed in April ",2
1325,"The Mainland Revenue Service sees about 20 cent of all taxpayers waiting until the another two chou to lodged , with about 40 million returns filed in April ",2
1326,"However , the proportion of the paid standing orders grew in 2009 ",0
1327,"Although , the proportional of the paid standing orders surged in 2009 ",0
1328,"Anyhow , the proportions of the paid stand orders grew in 2009 ",0
1329,"However , the fraction of the pays standing orders growth in 2009 ",0
1330,"However , the percentages of the salary standing orders augmented in 2009 ",0
1331,"However , the proportion of the paying standing orders enlarged in 2009 ",0
1332,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households ",2
1333,"The company contributing clients in various industries , including process and resources , industrial machinery , structure , building , construct , electrical , transportation , electronics , chemical , petrochemical , energy , and information technicians , as well as caterer and familial ",2
1334,"The company serves customers in other industries , including treatments and resources , industrial machinery , structural , building , construction , electrical , carro , electronics , chemical , petrochemical , energy , and information techniques , as well as restaurant and habitation ",2
1335,"The company serves customers in various industries , includes process and resources , industrial machinery , architecture , construct , construction , electrical , forwarded , electronics , chemical , petrochemical , energy , and information technology , as well as dine and abode ",2
1336,"The undertakings serves customers in disparate industries , includes process and resources , industrial apparatus , architecture , building , construction , electrical , hauling , electronics , chemical , petrochemical , energy , and information technology , as allright as catering and lodgings ",2
1337,"The ventures serves customers in myriad industries , including process and resources , industrial machinery , architecture , building , construction , electrics , transportation , electronics , chemical , petrochemical , energy , and information technical , as well as gourmet and lodgings ",2
1338,"The total investment necessary will be EUR40m , the company estimated ",2
1339,"Of total investment requisite will be EUR40m , the company estimated ",2
1340,"The exhaustive investments necessary will be EUR40m , the company estimated ",2
1341,"The overall investment necessary will be EUR40m , the enterprise estimated ",2
1342,"The utter investment necessary will be EUR40m , the company estimated ",2
1343,"The utter investment necessary will be EUR40m , the corporate estimated ",2
1344,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes ",2
1345,"Du enterprise phrasing , manufactures and markets advanced composite products for industrial petition and consumer goods such as cross-country , alpine and Nordic Walking columns , floorball batons and antenna radomes ",2
1346,"Nova venture designs , manufactures and markets progressed composite product for industrial requisition and consumer goods such as cross-country , alpine and Nordic Marching poles , floorball sticks and antenna radomes ",2
1347,"The companies brainchild , manufacture and markets advance composite products for industrial requisition and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball palos and antenna radomes ",2
1348,"The companies design , manufacture and markets advanced composite products for industrialized invite and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball baguettes and antenna radomes ",2
1349,"The venture aiming , manufactures and marketplace advanced composite products for industrial demanded and consume goods such as cross-country , alpine and Nordic Marche poles , floorball sticks and antenna radomes ",2
1350,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 ",1
1351,"Operating loss before non-recurring issues was EUR 0.9 minute , comparing to a gains of EUR 11.5 mn in 2008 ",1
1352,"Operating loss before non-recurring subjects was EUR 0.9 min , compared to a climbed of EUR 11.5 mn in 2008 ",1
1353,"Operating loss before non-recurring topics was EUR 0.9 min , equated to a rising of EUR 11.5 mn in 2008 ",1
1354,"Roles loss before non-recurring item was EUR 0.9 manganese , comparative to a profits of EUR 11.5 mn in 2008 ",1
1355,"Tasks loss before non-recurring matter was EURO 0.9 minnesota , comparison to a profit of EUR 11.5 mn in 2008 ",1
1356,"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports ",2
1357,"According to original data from Slovakia 's Statistical Office , wares worth E36 .4 millions were imported from Finland between Janvier and October 2010 , making up 0.1 percent of Slovakia 's ensemble exporter ",2
1358,"According to preliminary data from Slovakia 's Statistical Office , goods worth E36 .4 million were import from Finland between July and October 2010 , making up 0.1 cent of Slovenian 's unmitigated imported ",2
1359,"According to preliminary data from Slovakia 's Statistically Office , belongings worth E36 .4 million were imported from Finland between December and October 2010 , making up 0.1 proportion of Slovakia 's comprehensive imports ",2
1360,"Complying to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were exporter from Finland between Feb and January 2010 , doing up 0.1 percent of Slovenia 's total importing ",2
1361,"Pursuant to preliminary data from Slovakia 's Statistics Office , product worth E36 .4 millions were imported from Finland between April and Jul 2010 , doing up 0.1 percent of Slovakia 's unmitigated imports ",2
1362,"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions ",2
1363,"Oslo , 3 March 2011 About Cybercom The Cybercom Group is a high-tech councilor that offered international sourcing for end-to-end solutions ",2
1364,"Stockholm , 3 March 2011 About Cybercom Nova Cybercom Cluster is a high-tech consigliere that furnishes global sourcing for end-to-end solutions ",2
1365,"Stockholm , 3 March 2011 About Cybercom The Cybercom Clustered is a high-tech avocados that tender global sourcing for end-to-end solutions ",2
1366,"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech councillors that offered overall sourcing for end-to-end solutions ",2
1367,"Stockholm , 3 March 2011 Toward Cybercom The Cybercom Groups is a high-tech councils that give global sourcing for end-to-end solutions ",2
1368,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado ",2
1369,"It manage under tre distinct brands : United Supermarkets , Markets Street and United Supermercado ",2
1370,"It operates under iii separate markings : United Supermarkets , Market Street and United Supermercado ",2
1371,"It operates under iii separated marking : United Supermarkets , Market Street and United Supermercado ",2
1372,"It operates under three differing brands : Unify Supermarkets , Commercialized Street and United Supermercado ",2
1373,"It operates under three distinct markings : United Supermarkets , Market Street and Unifying Supermercado ",2
1374,Kemira 's partner in the project is St. Petersburg Water Works ,2
1375,Kemira 's partner in the project is Street. Petersburg Waters Worked ,2
1376,Kemira 's teammate in the project is St. Petersburg Aguas Artworks ,2
1377,Kemira 's teammate in the project is St. Petersburg Water Artworks ,2
1378,Kemira 's teammate in the project is St. Petersburg Water Cooperatives ,2
1379,Kemira 's wingman in the project is St. Petersburg Agua Cooperated ,2
1380,The company 's market share is continued to increase further ,0
1381,The company 's market common is constantly to increase further ,0
1382,The company 's market exchanging is continued to widens further ,0
1383,The company 's market share is unbroken to increasing further ,0
1384,The enterprise 's market share is continued to increase further ,0
1385,The ventures 's market exchanges is continued to increase further ,0
1386,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 ,1
1387,Finland laboratory liquid handling and diagnostics test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 Feb a profit warning for the finance yearly 2008 ,1
1388,Finn laboratory liquid handling and diagnostics test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Mon 3 November a profit cautionary for the fiscal year 2008 ,1
1389,Finnish darkroom liquid treating and diagnostic trials systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Mondays 3 June a profit alarm for the financial annum 2008 ,1
1390,Finnish laboratory liquefied handling and diagnostic tests systems promoter Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 September a profit warnings for the financial yearly 2008 ,1
1391,Finnish laboratory liquid address and diagnostic experiences systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit precaution for the funds yearly 2008 ,1
1392,The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 ,2
1393,De bridge will be 1.2 km long and is situated between Anasmotet by the way E20 and the new traffic intersection in Marieholm by the chemin E45 ,2
1394,Nova bridge will be 1.2 kms long and is located between Anasmotet by the way E20 and the nueva traffic juncture in Marieholm by the trail E45 ,2
1395,The bridge will be 1.2 km lange and is located between Anasmotet by the roadway E20 and the new smuggling intersecting in Marieholm by the strada E45 ,2
1396,The bridging will be 1.2 km long and is stationed between Anasmotet by the pathway E20 and the nuevo traffic junction in Marieholm by the camino E45 ,2
1397,The viaduct will be 1.2 kilometer lengthened and is stationed between Anasmotet by the strada E20 and the new traffic junction in Marieholm by the road E45 ,2
1398,"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added ",1
1399,"`` Minor firms are suffering at the moment because they are arguably to have moneys questions , '' he added ",1
1400,"`` Modest businesses are suffering at the dias because they are probability to have money trouble , '' he added ",1
1401,"`` Small firms are suffering at the moment because they are probability to have monetary disorders , '' he adding ",1
1402,"`` Smallest firms are suffering at the moment because they are probable to have finance difficulty , '' he added ",1
1403,"`` Teeny firms are wretchedness at the moment because they are likely to have money sicknesses , '' he additive ",1
1404,"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year ",1
1405,"YIT 's Baltic sales in the first trois quarters of 2008 reached 106.2 millions euros , representing a dropped of 29 percent year on annual ",1
1406,"YIT 's Baltic sales in the initial trois quarters of 2008 totaled 106.2 gazillion euros , representing a decline of 29 percent yearly on year ",1
1407,"YIT 's Baltic salts in the first three quarters of 2008 amounted 106.2 trillion eur , representing a lesser of 29 percent year on year ",1
1408,"YIT 's Baltic sell in the first three fourths of 2008 totaled 106.2 million euros , representing a dipped of 29 penny annum on year ",1
1409,"YIT 's Baltic selling in the initial tres quarters of 2008 totaled 106.2 million euros , represent a fell of 29 percent year on year ",1
1410,"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 ",0
1411,"Raute post a net winnings of 1.8 million euro $ 2.6 millions for the third quarter of 2007 , compare to a filet loss of 299,000 euro $ 430,000 for the corresponding timeline of 2006 ",0
1412,"Raute posted a fillets gains of 1.8 mln euro $ 2.6 billions for the thirdly quarter of 2007 , compared to a net loosing of 299,000 euro $ 430,000 for the corresponding period of 2006 ",0
1413,"Raute posted a jailed revenues of 1.8 mln euro $ 2.6 billions for the terzi quarter of 2007 , comparative to a wisp loss of 299,000 euro $ 430,000 for the corresponding times of 2006 ",0
