	text	label
2398	The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District 	neutral
820	In the fourth quarter of 2006 , OKO Banks looks the operation environment for Banco and Investment Services to continues identical to that in January-September 2006 	neutral
2289	( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . 	neutral
2127	Yvonne Jones is owner of Chameleon Interiors 	neutral
1007	Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period 	positive
2719	The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products 	neutral
2651	In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets 	neutral
1480	These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk 	positive
167	The company can not give up palm oil totally , conversely 	neutral
979	Arto Ryymin , born 1964 , will substitute Juhani Kaisanlahti who has functioned as acting EVP , Medical & Welfare since Auguste 2007 	neutral
1325	OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market 	positive
2262	Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland 	neutral
1859	4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal 	positive
3160	Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 	negative
1317	The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 	positive
925	Oka specialises in nuevo edifice , rehabilitated work of household and non-residential building as well as premises for industrial and logistical using 	neutral
1797	According to PKC , the acquisition would bring a significant addition to PKC 's customer base 	positive
1500	In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp 	neutral
288	Svyturys-Utenos Alus , which is controlled by the North pooling Baltic Alcoholism Holding ( BBH ) , posted a 6.1 percent climbing in beer sale for January-September to 101.99 trillion liters 	positive
1633	The transaction is expected to be completed next spring 	neutral
104	To enterprising 's edict workbook stood at 1.5 bln euro $ 2.2 bln on February 30 , 2007 , up by 24.2 pct on the year , with globally decree amounting to 365 mln euro $ 534.3 millionth 	positive
3090	The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan 	negative
2869	Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 	negative
3112	Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 	negative
2181	Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK 	neutral
94	ADP News - Janvier 13 , 2009 - Finland retailer Kesko Oyj HEL : KESBV stated ayer its total sales , excluding values adding tax VAT , reached at EUR 661.3 miilion USD 853.1 m in January 2009 , down 15.2 % year-on-ye	negative
370	Tenderloin sales soared by 30 % to EUR 36 million 	positive
2163	Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg 	neutral
1679	Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit 	neutral
624	The remaining volumes will be funded through debt , the Danish bank said 	neutral
2432	The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 	neutral
3074	Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA 	positive
724	Financial Rhetoric composed the consolidated financial statements of the Group , the Board of Rector ' Report , the Auditors ' Rapport and the Corporate Governance Statements 	neutral
259	Stichting Pensioenfonds ABP : 4 118 122 shares represent 5.19 % of the share capitalization and vote right 	neutral
1187	Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) 	positive
3176	The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn 	negative
438	En Finns 's Hobby Hall 's salts shrunk by 10 % , and international sales fell by 19 % 	negative
3246	Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share 	negative
1777	Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure 	positive
2982	The share subscription period will expire on 30 September 2007 	neutral
3033	Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 	negative
2058	The company will be part of Teleste 's Video and Broadband Solutions business area 	neutral
3025	L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 	negative
3134	Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 	negative
1546	Castecka said the town hall would hold talks with other investors interested in the zone 	neutral
2692	Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA 	neutral
457	The steelmaker stated that the drops in earn was explained by the insistent economic insecure , mixed with the current drought in bank lending , resulting in a reductions in enquired for its goods as customers find it increasingly distressing to fund operations 	negative
2450	The Insolvency Act regulates the amount of debt that borrowers are permitted to write off 	neutral
3236	The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed 	neutral
40	Managing Filmmaker 's comments : `` Net sales for the initially quarter were notably declines than a year before , concretely in Finland , Russkies and the Baltic nation 	negative
941	The interchange shall be earn according to the Rule of NASDAQ OMX Stockholm and moreover according to the provisions related to acquisition of the company 's own shares 	neutral
1223	Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn 	positive
1256	The group 's 12-month operating profit grew 31 percent to 337.8 million euros 	positive
1216	Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology 	positive
2396	The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki 	neutral
2609	Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR 	neutral
1766	The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 	neutral
776	The intermediaries launched UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' proposed and Holmen and Norske Skog with ` underweight ' ratings 	neutral
3261	LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 	negative
564	Operating profit excluding non-recurring topics was EUR 7.8 trillions compared to EUR 11.2 million 	negative
1179	Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 	positive
1443	Sports equipment sales also progressed well owing to the prolonged winter season 	positive
1352	Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million 	negative
1776	Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries 	negative
1460	Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company 	positive
1165	Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 	positive
37	Operandi profit of Kauppalehti pooling soaring to EUR 1.5 minnesota from EUR 1.3 minnesota , and that of Marketplaces to EUR 1.3 min from EUR 1.0 minneapolis in the terzi quarter of 2006 	positive
1774	The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands 	neutral
416	Outotec 's scope of prescribes covers the jinn , supply of marvellous machine and services for a calcination plant with two distributed fluid bed calciners 	neutral
2735	The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 	neutral
458	announced Brian Burton , Head of IT Security , Vodafone UK 	neutral
319	Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million 	positive
2108	The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates 	neutral
2045	The capital structure of Solidium may be complemented by other financial instruments in the future 	neutral
325	In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 	positive
1082	Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 	positive
1820	In 2008 , the deal is likely to bring savings of EUR 20mn-25mn 	positive
2937	Tieto 's service is also used to send , process and receive materials related to absentee voting 	neutral
1747	Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added 	positive
1803	in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier 	positive
372	Lai Lay succeed Walter G++nter and will be founded in Finland 	neutral
1958	Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks 	neutral
2118	Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States 	neutral
2283	Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business 	neutral
707	Clothing string Sepp+ñl+ñ 's wisp sales broadening by 7.0 % to EURO 30.8 mn 	positive
2618	Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market 	neutral
2337	Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products 	neutral
850	Nova building will maison , for example , Respecta Oy 's Jyvaskyla premises , as well as other ventures to be proclaims later , says Samuel Koivisto , Director of Technopolis operational in Jyvaskyla 	neutral
1520	The market making in accordance with the agreement will begin on September 24 , 2009 	neutral
1539	Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 	neutral
1895	The shops are located in the capital region and the Paijat-Hame region 	neutral
2381	The bond has a value of EUR150m and a maturity of 4 years 	neutral
1161	Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 	positive
3171	Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier 	negative
749	The financing statement emancipated will be available after publishing on the Company 's internet pages at www.cargotec.com 	neutral
466	Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 	positive
1440	Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn 	positive
1769	As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry 	neutral
2596	Almost two thirds of Olvi 's net sales come from outside Finland 	neutral
1104	comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 	positive
1640	When completed , the 120-meter Watchtower will be the highest building in Ireland 	neutral
1585	Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes 	neutral
518	At wednesday s business , you have to pre-empt what customers want , said Mehmet Zainalabedin , General Manager , Zain Bahrain 	neutral
2494	The reductions will be concluded by autumn 2010 	neutral
2219	Feed companies Suomen Rehu and Raisio do no import GMO feed 	neutral
1183	Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn 	positive
2342	Raisio is the site of the main production plants as well as company headquarters 	neutral
237	Subscribers of China Unicom , the nation 's secondly greatest mobile tel operator after Hwa Cellphone , are expected to release pictures , photographer and blog on the Internet via mobile telephone as of March 2008 	neutral
1893	It will be operated by Nokia , and supported by its Nokia NetAct network and service management system 	neutral
3199	In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency 	negative
1131	Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres 	positive
1508	Satama and Trainers ' House will remain as names and independent brands of the business areas 	neutral
197	The treating will have no enormous implications on the acquiring company 's equity ratio 	neutral
1189	Revenues at the same time grew 14 percent to 43 million euros 	positive
2076	The first group of customers to be trained will be paint-shop owners and their assistants 	neutral
1868	In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 	positive
1616	The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals 	neutral
1426	Department store sales improved by 14 % to EUR 1,070.6 mn 	positive
1016	Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 	positive
2088	The maximum number of new shares to be offered is 22 million 	neutral
1891	The company is listed on the Nordic Exchange in Helsinki 	neutral
2266	Investment management and investment advisory services are the company 's sole line of business 	neutral
1611	The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live 	neutral
1001	For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m 	positive
2672	ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finan	neutral
889	The non-recurring expense caused to Talentum 's Premedia enterprising domains by the rearrange will volumes to 2.0 mln euro $ 2.7 mln and will be encompassed in the firms 's finance results for the second quarter of 2007 	neutral
2363	Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore 	neutral
511	Pharmaceutical market in Poland Global Analysing & Data Services published recently a market analysis about the physicians agreements in Poland 	neutral
1211	Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million 	positive
1688	The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board 	neutral
3054	YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project 	negative
2288	Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty 	neutral
1871	ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 millio	positive
843	ALEXANDRIA , Virginia. , May 16 -- Kenneth Bower of Perspective , Calif. , has developed an ornamental conceive for a earpiece , the U.S. Patent & Trademarks Office announced 	neutral
1779	Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia 	positive
401	Operating proceeds ascent to EUR 696.4 min from EUR 600.3 mn in 2009 	positive
1467	Previously , the company anticipated its operating profit to improve over the same period 	positive
389	A. Lai Coq Peculiar was developed for the bicentenary of the company and the trade marked , the brewer remarked 	neutral
2687	No planned closing date was provided 	neutral
1114	EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier 	positive
2291	Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 	neutral
1013	Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 	positive
1115	Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. 	positive
2703	Profit after taxes totaled EUR 12.1 mn 	neutral
2317	Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 	neutral
713	Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn 	negative
2410	The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia 	neutral
2178	Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format 	neutral
845	Below are unaudited consolidated upshot for Aspocomp Bundled under IFRS reporting norm 	neutral
269	In his topical position , Manty has worked since 1996 	neutral
147	( ADP News ) - Feb 4 , 2009 - Finns broadband data communication regime and solutions corporations Teleste Oyj ( HEL : TLT1V ) stated yesterday its net profit decrease to EURO 5.5 billion ( DOLLAR 7.2 m ) for 2008 from EUR 9.4 million for 20	negative
2095	The new SEPA cads will replace Finnish bank cards 	neutral
81	told Brian Burton , Head of IT Security , Vodafone ENGLAND 	neutral
609	Though , sales quantity in the edible industry are expected to remain at relatively buena echelon in Finland and in Scandinavia , Atria said 	positive
430	Finland laboratory liquid handling and diagnostics test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 Feb a profit warning for the finance yearly 2008 	negative
1497	Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio 	neutral
1330	8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 	positive
2091	The money will be spread mainly over 2011 and 2012 , the company said 	neutral
1529	`` They want my credit card info and my personal details 	neutral
570	Exel 's board of director will proposes a dividend of 0.2 euro $ 0.3 for share for 2006 at the annual overall meetings on September 19 , 2007 	neutral
1168	Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 	positive
1730	Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA 	positive
250	The pretax winnings of the group 's perpetuity insurance business climbed to EUR36m from EUR27m 	positive
585	The contractual covers the supply of temp heat devices for LKAB 's new pellet plant in Kiruna , in northern Sweden 	neutral
709	ABN : 59 087 901 620 now constituted 5.10 % of the voting right and interchange capital of Citycon Oyj 	neutral
1409	Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February 	positive
502	( ADP News ) - Oct 29 , 2008 - Finnish lifting instrument producer Konecranes Oyj ( OMX : KCR1V ) told wednesday that its wisp revenues raise to EUR 116.6 million ( USD 149.1 m ) in the firstly nine mois of 2008 from EUR 73.6 million for the 	positive
2560	Upon establishment , the plan is directed to approximately 20 persons 	neutral
3043	Therefore , the company 's 2005 result will remain weaker than that of 2004 	negative
2276	Its market share is 6 percent according to AC Nielsen 's 2008 data 	neutral
1924	According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest 	neutral
1153	Net interest income was EUR 39.3 mn , up from EUR 32.7 mn 	positive
893	A maximum of 666,104 nueva share can further be subscribed for by exercising B substitutions under the 2004 stock option schematics 	neutral
2315	NWC ANALYSIS 	neutral
1196	The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year 	positive
3044	Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 	negative
1101	Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 	positive
1793	Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki 	positive
481	The world 's secs strictest stainless steel maker said tenderloin benefits in the three-month scheduling until Dec. 31 increase to euro603 million US$ 781 trillions , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per exchanges , the bygone year 	positive
3051	Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki 	negative
2007	Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 	neutral
68	Finnish pulp and paper appliance manufacturer Vaahto Cluster Oyj swung to a 1.1 mln euros $ 1.4 billions tenderloin triumph in the financials 2005-06 , quit August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 	positive
3073	Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume 	negative
3232	In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn 	negative
2253	In addition , the contract includes modification of the effluent treatment plant at Follum 	neutral
397	Indigo and Somoncom servicing 377,000 subscribe and had a market share of about 27 % as of Maybe 2007 	neutral
950	The mechanism now ordered will be placed in a novo moulins with an annual production capability of 40 000 m3 of overlaid birch plywood 	neutral
968	The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities 	neutral
2940	Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers 	neutral
300	An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix 	neutral
1535	According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports 	neutral
15	Around accordance with the terms and conditions of Alma Median 's 2006 option pog , the share subscribe price for the 2006A option rights was EUROS 4.88 per share and the books countervalue EUR 0.60 per exchanging 	neutral
249	Tecnomen 's solution can be used for prepaid and post-paid billing , for load and valuation of voice and video urges , data traffic and any sort of content services in both laptops and fixed networks 	neutral
2716	Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas 	neutral
2461	The MET is located in the Central Business District ( CBD ) of Bangkok 	neutral
1370	11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier 	negative
88	Nova totality project lifespan is three years and it is valued at some EUR11 .5 m	neutral
684	In September alone , the marketed lowers by 10.2 percent year-on-year to 19.28 mln liters 	negative
2956	Rapala Fishing Frenzy 2009 	neutral
2152	Additionally , information on business segments , competitors and future outlook are provided 	neutral
1782	`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon 	positive
267	Exel is headquartered in Mantyharju in Finns 	neutral
2929	Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia 	neutral
3260	HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months 	negative
884	Costing rescues will then jumped to some 20 mln eur a year from 2007 , OKO said 	positive
574	Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 	neutral
280	The market exchanged of Volkswagen traveller vehicles in Finland was 10.1 percent , Volkswagen had a market exchanging of 3.1 percent and Seat 's exchange was 0.9 percent 	neutral
2503	The sellers include 40 shareholders , including Intellibis management , employees and other investors 	neutral
3226	- Demand for fireplace products was lower than expected , especially in Germany 	negative
2229	Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries 	neutral
2948	Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse 	neutral
287	The value of the three-year markets is believed at EUR40m 	neutral
2220	Financial , strategic and operational factors are considered 	neutral
2612	Coffee will be served starting at 14:30 EET as well as after the event 	neutral
1387	Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 	positive
1854	This will bring cost savings of about EUR 3mn a year 	positive
232	The contracted strengthens our long-term cooperating with Nokia Siemens Networks 	positive
3198	In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters 	negative
668	According to CapMan Plc 's Industries Managerial , the majority of the committees ' members shall be independent of the Ventures 	neutral
3121	Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier 	negative
2533	The value of the orders is about EUR 25mn 	neutral
1711	The total investment necessary will be EUR40m , the company estimated 	neutral
1037	At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver 	neutral
2966	The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly 	neutral
427	Helsinki Science Parks is a Finnish company that owns , renting and builds office properties and it specialises in centers for technology-oriented societies 	neutral
2702	Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 	neutral
2434	The financial details of the transaction were not disclosed 	neutral
1852	The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably 	positive
1312	Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom 	positive
1288	Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 	neutral
2653	In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn 	neutral
597	The gifts are awarded to Aalto Schools and the universities of Helsinki , Tampere , Turku , Northwards Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be heralded later 	neutral
3170	Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 	negative
867	The order also includes start-up and commissioning services 	neutral
3058	Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components 	positive
1335	In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 	positive
2864	Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 	negative
8	Metsaliitto , yet , narrowed its wisp loss for the second quarter of 2007 to 5.0 millions euro $ 6.9 billion from 61 mln eur $ 83.7 mln a everyyear ago 	positive
2879	Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 	negative
478	Finnish Outokumpu Tech has been awarded several new chipping technology contracting 	positive
2584	`` These developments partly reflect the government 's higher activity in the field of dividend policy . '	neutral
3185	Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 	negative
2649	In addition , the company is considering the start of production in Russia 	neutral
2686	No financial or pricing details were disclosed 	neutral
2760	The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry 	neutral
2339	Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million 	neutral
2989	`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 	neutral
183	`` De implementation of these programs has had , and will have , detrimental impacts on 2006 and 2007 wage , '' Monsieur Meiklejohn tell 	negative
1485	Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care 	neutral
2066	The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk 	neutral
290	At the terminating of 2006 , the number of outlets will jumps to 60-70 	positive
3183	Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier 	negative
1660	In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 	neutral
